from,to,date,rating
p1,k1,11_10_24,n
p1,rsbn,11_10_24,n
p1,nm,11.10.24,n
p1,oann,11_10_24,n
p1,rav,11_10_24,n
p1,r,11_10_24,n
p2,k2,11_10_24,n
p2,oa,11_10_24,n
p3,k5,11_10_24,n
p3,kh,11_10_24,n
p4,k5,11_10_24,n
p4,kh,11_10_24,n
p4,bo,11_10_24,n
p5,k5,09_10_24,p
p5,jb,09_10_24,p
k4,maga,08_10_24,p
k6,oa,09_10_24,n
