from,to,date,rating,,,,,,,,,,,,,,,,,,,,
p105,cor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p105,jp,23_01_26,2,,,,,,,,,,,,,,,,,,,,
p105,fedr,23_01_26,2,,,,,,,,,,,,,,,,,,,,
jp,fedr,23_01_26,2,,,,,,,,,,,,,,,,,,,,
jp,eco,23_01_26,2,,,,,,,,,,,,,,,,,,,,
jp,cor,23_01_26,2,,,,,,,,,,,,,,,,,,,,
fedr,eco,23_01_26,2,,,,,,,,,,,,,,,,,,,,
fedr,cor,23_01_26,2,,,,,,,,,,,,,,,,,,,,
p106,endor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p106,eco,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p106,ta,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p106,ep,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p106,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p106,cr,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p106,sec,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p106,nas,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p106,af,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p106,jowa,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p106,al,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jowa,endor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jowa,eco,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jowa,ta,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jowa,ep,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jowa,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jowa,cr,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jowa,sec,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jowa,nas,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jowa,af,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jowa,al,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p107,endor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p107,eco,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p107,ta,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p107,ep,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p107,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p107,cr,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p107,sec,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p107,nas,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p107,af,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p107,cor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p107,blfi,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p107,trho,23_01_26,2,,,,,,,,,,,,,,,,,,,,
p107,ind,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p107,cong,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p107,bluf,23_01_26,1,,,,,,,,,,,,,,,,,,,,
blfi,endor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
blfi,eco,23_01_26,1,,,,,,,,,,,,,,,,,,,,
blfi,ta,23_01_26,1,,,,,,,,,,,,,,,,,,,,
blfi,ep,23_01_26,1,,,,,,,,,,,,,,,,,,,,
blfi,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
blfi,cr,23_01_26,1,,,,,,,,,,,,,,,,,,,,
blfi,sec,23_01_26,1,,,,,,,,,,,,,,,,,,,,
blfi,nas,23_01_26,1,,,,,,,,,,,,,,,,,,,,
blfi,af,23_01_26,1,,,,,,,,,,,,,,,,,,,,
blfi,ind,23_01_26,1,,,,,,,,,,,,,,,,,,,,
blfi,bluf,23_01_26,1,,,,,,,,,,,,,,,,,,,,
trho,ind,23_01_26,2,,,,,,,,,,,,,,,,,,,,
trho,cor,23_01_26,2,,,,,,,,,,,,,,,,,,,,
ind,cong,23_01_26,1,,,,,,,,,,,,,,,,,,,,
bluf,ind,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p108,eco,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p108,pair,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p108,cor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p108,af,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p108,t,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p108,chn,23_01_26,2,,,,,,,,,,,,,,,,,,,,
p108,usa,23_01_26,1,,,,,,,,,,,,,,,,,,,,
chn,pair,23_01_26,2,,,,,,,,,,,,,,,,,,,,
chn,eco,23_01_26,2,,,,,,,,,,,,,,,,,,,,
usa,eco,23_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,pair,23_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,t,23_01_26,1,,,,,,,,,,,,,,,,,,,,
chn,t,23_01_26,2,,,,,,,,,,,,,,,,,,,,
usa,chn,23_01_26,2,,,,,,,,,,,,,,,,,,,,
p109,cor,22_01_26,3,,,,,,,,,,,,,,,,,,,,
p109,cr,22_01_26,3,,,,,,,,,,,,,,,,,,,,
p109,iv,22_01_26,3,,,,,,,,,,,,,,,,,,,,
p109,io,22_01_26,2,,,,,,,,,,,,,,,,,,,,
io,cor,22_01_26,2,,,,,,,,,,,,,,,,,,,,
io,cr,22_01_26,2,,,,,,,,,,,,,,,,,,,,
io,iv,22_01_26,2,,,,,,,,,,,,,,,,,,,,
p110,eco,22_01_26,1,,,,,,,,,,,,,,,,,,,,
p110,usa,22_01_26,1,,,,,,,,,,,,,,,,,,,,
eco,usa,22_01_26,1,,,,,,,,,,,,,,,,,,,,
p111,cor,22_01_26,3,,,,,,,,,,,,,,,,,,,,
p111,cr,22_01_26,3,,,,,,,,,,,,,,,,,,,,
p111,jsm,22_01_26,2,,,,,,,,,,,,,,,,,,,,
jsm,cor,22_01_26,2,,,,,,,,,,,,,,,,,,,,
jsm,cr,22_01_26,2,,,,,,,,,,,,,,,,,,,,
p112,eco,22_01_26,3,,,,,,,,,,,,,,,,,,,,
p112,usa,22_01_26,1,,,,,,,,,,,,,,,,,,,,
p112,woex,22_01_26,1,,,,,,,,,,,,,,,,,,,,
p112,fl,22_01_26,1,,,,,,,,,,,,,,,,,,,,
p112,mia,22_01_26,1,,,,,,,,,,,,,,,,,,,,
p112,maru,22_01_26,1,,,,,,,,,,,,,,,,,,,,
p112,fifa,22_01_26,1,,,,,,,,,,,,,,,,,,,,
p112,laoly,22_01_26,1,,,,,,,,,,,,,,,,,,,,
p112,g20,22_01_26,1,,,,,,,,,,,,,,,,,,,,
p112,g7,22_01_26,1,,,,,,,,,,,,,,,,,,,,
maru,usa,22_01_26,1,,,,,,,,,,,,,,,,,,,,
fl,usa,22_01_26,1,,,,,,,,,,,,,,,,,,,,
mia,fl,22_01_26,1,,,,,,,,,,,,,,,,,,,,
fifa,usa,22_01_26,1,,,,,,,,,,,,,,,,,,,,
laoly,usa,22_01_26,1,,,,,,,,,,,,,,,,,,,,
g20,usa,22_01_26,1,,,,,,,,,,,,,,,,,,,,
g7,usa,22_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,woex,22_01_26,1,,,,,,,,,,,,,,,,,,,,
mia,woex,22_01_26,1,,,,,,,,,,,,,,,,,,,,
woex,eco,22_01_26,1,,,,,,,,,,,,,,,,,,,,
maru,eco,22_01_26,1,,,,,,,,,,,,,,,,,,,,
p113,pair,22_01_26,3,,,,,,,,,,,,,,,,,,,,
p113,nas,22_01_26,3,,,,,,,,,,,,,,,,,,,,
p113,davos,22_01_26,1,,,,,,,,,,,,,,,,,,,,
p113,grl,22_01_26,1,,,,,,,,,,,,,,,,,,,,
p113,bop,22_01_26,1,,,,,,,,,,,,,,,,,,,,
p113,usa,22_01_26,1,,,,,,,,,,,,,,,,,,,,
davos,pair,22_01_26,1,,,,,,,,,,,,,,,,,,,,
grl,pair,22_01_26,1,,,,,,,,,,,,,,,,,,,,
grl,usa,22_01_26,1,,,,,,,,,,,,,,,,,,,,
bop,pair,22_01_26,1,,,,,,,,,,,,,,,,,,,,
bop,usa,22_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,nas,22_01_26,1,,,,,,,,,,,,,,,,,,,,
p114,cor,22_01_26,3,,,,,,,,,,,,,,,,,,,,
p114,cr,22_01_26,3,,,,,,,,,,,,,,,,,,,,
p114,js,22_01_26,3,,,,,,,,,,,,,,,,,,,,
p114,pa,22_01_26,3,,,,,,,,,,,,,,,,,,,,
p114,o,22_01_26,3,,,,,,,,,,,,,,,,,,,,
p114,jasm,22_01_26,2,,,,,,,,,,,,,,,,,,,,
p114,d,22_01_26,2,,,,,,,,,,,,,,,,,,,,
p114,ag,22_01_26,2,,,,,,,,,,,,,,,,,,,,
jasm,cor,22_01_26,2,,,,,,,,,,,,,,,,,,,,
jasm,cr,22_01_26,2,,,,,,,,,,,,,,,,,,,,
jasm,js,22_01_26,2,,,,,,,,,,,,,,,,,,,,
jasm,pa,22_01_26,2,,,,,,,,,,,,,,,,,,,,
d,o,22_01_26,2,,,,,,,,,,,,,,,,,,,,
d,cor,22_01_26,2,,,,,,,,,,,,,,,,,,,,
ag,js,22_01_26,2,,,,,,,,,,,,,,,,,,,,
p115,ef,22_01_26,3,,,,,,,,,,,,,,,,,,,,
p115,mc,22_01_26,3,,,,,,,,,,,,,,,,,,,,
p115,fk,22_01_26,3,,,,,,,,,,,,,,,,,,,,
p115,p,22_01_26,3,,,,,,,,,,,,,,,,,,,,
p115,nyt,22_01_26,2,,,,,,,,,,,,,,,,,,,,
p115,abc,22_01_26,2,,,,,,,,,,,,,,,,,,,,
p115,nbc,22_01_26,2,,,,,,,,,,,,,,,,,,,,
p115,cbs,22_01_26,2,,,,,,,,,,,,,,,,,,,,
p115,cnn,22_01_26,2,,,,,,,,,,,,,,,,,,,,
p115,msnbc,22_01_26,2,,,,,,,,,,,,,,,,,,,,
p115,fn,22_01_26,2,,,,,,,,,,,,,,,,,,,,
p115,wsj,22_01_26,2,,,,,,,,,,,,,,,,,,,,
nyt,fk,22_01_26,2,,,,,,,,,,,,,,,,,,,,
abc,fk,22_01_26,2,,,,,,,,,,,,,,,,,,,,
nbc,fk,22_01_26,2,,,,,,,,,,,,,,,,,,,,
cbs,fk,22_01_26,2,,,,,,,,,,,,,,,,,,,,
cnn,fk,22_01_26,2,,,,,,,,,,,,,,,,,,,,
msnbc,fk,22_01_26,2,,,,,,,,,,,,,,,,,,,,
wsj,fk,22_01_26,2,,,,,,,,,,,,,,,,,,,,
fn,mc,22_01_26,2,,,,,,,,,,,,,,,,,,,,
nyt,mc,22_01_26,2,,,,,,,,,,,,,,,,,,,,
abc,mc,22_01_26,2,,,,,,,,,,,,,,,,,,,,
nbc,mc,22_01_26,2,,,,,,,,,,,,,,,,,,,,
cbs,mc,22_01_26,2,,,,,,,,,,,,,,,,,,,,
cnn,mc,22_01_26,2,,,,,,,,,,,,,,,,,,,,
msnbc,mc,22_01_26,2,,,,,,,,,,,,,,,,,,,,
wsj,mc,22_01_26,2,,,,,,,,,,,,,,,,,,,,
fn,mc,22_01_26,2,,,,,,,,,,,,,,,,,,,,
nyt,p,22_01_26,2,,,,,,,,,,,,,,,,,,,,
abc,p,22_01_26,2,,,,,,,,,,,,,,,,,,,,
nbc,p,22_01_26,2,,,,,,,,,,,,,,,,,,,,
cbs,p,22_01_26,2,,,,,,,,,,,,,,,,,,,,
cnn,p,22_01_26,2,,,,,,,,,,,,,,,,,,,,
msnbc,p,22_01_26,2,,,,,,,,,,,,,,,,,,,,
wsj,p,22_01_26,2,,,,,,,,,,,,,,,,,,,,
fn,p,22_01_26,2,,,,,,,,,,,,,,,,,,,,
nyt,ef,22_01_26,2,,,,,,,,,,,,,,,,,,,,
abc,ef,22_01_26,2,,,,,,,,,,,,,,,,,,,,
nbc,ef,22_01_26,2,,,,,,,,,,,,,,,,,,,,
cbs,ef,22_01_26,2,,,,,,,,,,,,,,,,,,,,
cnn,ef,22_01_26,2,,,,,,,,,,,,,,,,,,,,
msnbc,ef,22_01_26,2,,,,,,,,,,,,,,,,,,,,
wsj,ef,22_01_26,2,,,,,,,,,,,,,,,,,,,,
fn,ef,22_01_26,2,,,,,,,,,,,,,,,,,,,,
p116,mc,22_01_26,3,,,,,,,,,,,,,,,,,,,,
p116,fk,22_01_26,3,,,,,,,,,,,,,,,,,,,,
p116,heca,22_01_26,3,,,,,,,,,,,,,,,,,,,,
p116,eco,22_01_26,3,,,,,,,,,,,,,,,,,,,,
p116,usa,22_01_26,1,,,,,,,,,,,,,,,,,,,,
p116,p,22_01_26,2,,,,,,,,,,,,,,,,,,,,
p116,eco,22_01_26,2,,,,,,,,,,,,,,,,,,,,
p116,nyt,22_01_26,2,,,,,,,,,,,,,,,,,,,,
p116,d,22_01_26,2,,,,,,,,,,,,,,,,,,,,
heca,d,22_01_26,2,,,,,,,,,,,,,,,,,,,,
nyt,fk,22_01_26,2,,,,,,,,,,,,,,,,,,,,
nyt,p,22_01_26,2,,,,,,,,,,,,,,,,,,,,
d,eco,22_01_26,2,,,,,,,,,,,,,,,,,,,,
eco,usa,,1,,,,,,,,,,,,,,,,,,,,
p117,mc,22_01_26,3,,,,,,,,,,,,,,,,,,,,
p117,fk,22_01_26,3,,,,,,,,,,,,,,,,,,,,
p117,lopo,22_01_26,2,,,,,,,,,,,,,,,,,,,,
p117,nyt,22_01_26,2,,,,,,,,,,,,,,,,,,,,
p117,ts,22_01_26,2,,,,,,,,,,,,,,,,,,,,
p117,d,22_01_26,2,,,,,,,,,,,,,,,,,,,,
nyt,ts,22_01_26,1,,,,,,,,,,,,,,,,,,,,
ts,d,22_01_26,2,,,,,,,,,,,,,,,,,,,,
nyt,mc,22_01_26,2,,,,,,,,,,,,,,,,,,,,
nyt,fk,22_01_26,2,,,,,,,,,,,,,,,,,,,,
ts,mc,22_01_26,2,,,,,,,,,,,,,,,,,,,,
ts,fk,22_01_26,2,,,,,,,,,,,,,,,,,,,,
p118,mc,22_01_26,3,,,,,,,,,,,,,,,,,,,,
p118,tva,22_01_26,3,,,,,,,,,,,,,,,,,,,,
p118,p,22_01_26,3,,,,,,,,,,,,,,,,,,,,
p118,fcc,22_01_26,2,,,,,,,,,,,,,,,,,,,,
p118,tv,22_01_26,2,,,,,,,,,,,,,,,,,,,,
p118,jkl,22_01_26,2,,,,,,,,,,,,,,,,,,,,
p118,lat,22_01_26,1,,,,,,,,,,,,,,,,,,,,
fcc,tv,22_01_26,2,,,,,,,,,,,,,,,,,,,,
fcc,jkl,22_01_26,2,,,,,,,,,,,,,,,,,,,,
tv,tva,22_01_26,2,,,,,,,,,,,,,,,,,,,,
jkl,tva,22_01_26,2,,,,,,,,,,,,,,,,,,,,
lat,p,22_01_26,2,,,,,,,,,,,,,,,,,,,,
p119,pair,21_01_26,3,,,,,,,,,,,,,,,,,,,,
p119,t,21_01_26,2,,,,,,,,,,,,,,,,,,,,
p119,grl,21_01_26,3,,,,,,,,,,,,,,,,,,,,
p119,mr,21_01_26,1,,,,,,,,,,,,,,,,,,,,
p119,nato,21_01_26,1,,,,,,,,,,,,,,,,,,,,
p119,grl,21_01_26,1,,,,,,,,,,,,,,,,,,,,
p119,arctic,21_01_26,2,,,,,,,,,,,,,,,,,,,,
p119,jdv,21_01_26,1,,,,,,,,,,,,,,,,,,,,
p119,maru,21_01_26,1,,,,,,,,,,,,,,,,,,,,
p119,sw,21_01_26,1,,,,,,,,,,,,,,,,,,,,
mr,nato,21_01_26,1,,,,,,,,,,,,,,,,,,,,
nato,grl,21_01_26,3,,,,,,,,,,,,,,,,,,,,
grl,arctic,21_01_26,2,,,,,,,,,,,,,,,,,,,,
jdv,maru,21_01_26,1,,,,,,,,,,,,,,,,,,,,
jdv,sw,21_01_26,1,,,,,,,,,,,,,,,,,,,,
maru,sw,21_01_26,1,,,,,,,,,,,,,,,,,,,,
pair,nato,21_01_26,3,,,,,,,,,,,,,,,,,,,,
pair,grl,21_01_26,1,,,,,,,,,,,,,,,,,,,,
t,nato,21_01_26,2,,,,,,,,,,,,,,,,,,,,
usa,nato,21_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,grl,21_01_26,1,,,,,,,,,,,,,,,,,,,,
p120,cap,21_01_26,3,,,,,,,,,,,,,,,,,,,,
p120,le,21_01_26,3,,,,,,,,,,,,,,,,,,,,
p120,o,21_01_26,3,,,,,,,,,,,,,,,,,,,,
p120,jb,21_01_26,2,,,,,,,,,,,,,,,,,,,,
p120,fbi,21_01_26,2,,,,,,,,,,,,,,,,,,,,
p120,sedhun,21_01_26,2,,,,,,,,,,,,,,,,,,,,
jb,fbi,21_01_26,1,,,,,,,,,,,,,,,,,,,,
fbi,sedhun,21_01_26,1,,,,,,,,,,,,,,,,,,,,
sedhun,cap,21_01_26,1,,,,,,,,,,,,,,,,,,,,
fbi,cap,21_01_26,1,,,,,,,,,,,,,,,,,,,,
jb,o,21_01_26,1,,,,,,,,,,,,,,,,,,,,
fbi,le,21_01_26,1,,,,,,,,,,,,,,,,,,,,
p121,pm,21_01_26,3,,,,,,,,,,,,,,,,,,,,
p121,pair,21_01_26,3,,,,,,,,,,,,,,,,,,,,
p121,davos,21_01_26,1,,,,,,,,,,,,,,,,,,,,
p121,am,21_01_26,1,,,,,,,,,,,,,,,,,,,,
am,davos,21_01_26,1,,,,,,,,,,,,,,,,,,,,
pm,davos,21_01_26,1,,,,,,,,,,,,,,,,,,,,
pair,am,21_01_26,1,,,,,,,,,,,,,,,,,,,,
p122,tva,21_01_26,3,,,,,,,,,,,,,,,,,,,,
p122,p,21_01_26,3,,,,,,,,,,,,,,,,,,,,
p122,kapa,21_01_26,1,,,,,,,,,,,,,,,,,,,,
p122,nena,21_01_26,1,,,,,,,,,,,,,,,,,,,,
p122,davos,21_01_26,1,,,,,,,,,,,,,,,,,,,,
kapa,nena,21_01_26,1,,,,,,,,,,,,,,,,,,,,
nena,p,21_01_26,1,,,,,,,,,,,,,,,,,,,,
kapa,p,21_01_26,1,,,,,,,,,,,,,,,,,,,,
kapa,tva,21_01_26,1,,,,,,,,,,,,,,,,,,,,
p123,pair,20_01_26,3,,,,,,,,,,,,,,,,,,,,
p123,nas,20_01_26,3,,,,,,,,,,,,,,,,,,,,
p123,nato,20_01_26,1,,,,,,,,,,,,,,,,,,,,
nato,pair,20_01_26,1,,,,,,,,,,,,,,,,,,,,
nato,nas,20_01_26,1,,,,,,,,,,,,,,,,,,,,
p124,cr,20_01_26,3,,,,,,,,,,,,,,,,,,,,
p124,o,20_01_26,3,,,,,,,,,,,,,,,,,,,,
p124,le,20_01_26,3,,,,,,,,,,,,,,,,,,,,
p124,jb,20_01_26,2,,,,,,,,,,,,,,,,,,,,
jb,o,20_01_26,2,,,,,,,,,,,,,,,,,,,,
jb,cr,20_01_26,2,,,,,,,,,,,,,,,,,,,,
jb,le,20_01_26,2,,,,,,,,,,,,,,,,,,,,
p125,cr,20_01_26,3,,,,,,,,,,,,,,,,,,,,
p125,ice,20_01_26,3,,,,,,,,,,,,,,,,,,,,
p125,dohs,20_01_26,1,,,,,,,,,,,,,,,,,,,,
p125,minn,20_01_26,2,,,,,,,,,,,,,,,,,,,,
ice,dohs,20_01_26,1,,,,,,,,,,,,,,,,,,,,
ice,cr,20_01_26,1,,,,,,,,,,,,,,,,,,,,
dohs,cr,20_01_26,1,,,,,,,,,,,,,,,,,,,,
minn,cr,20_01_26,2,,,,,,,,,,,,,,,,,,,,
p126,nas,20_01_26,3,,,,,,,,,,,,,,,,,,,,
p126,pair,20_01_26,3,,,,,,,,,,,,,,,,,,,,
p126,uk,20_01_26,2,,,,,,,,,,,,,,,,,,,,
p126,nato,20_01_26,2,,,,,,,,,,,,,,,,,,,,
p126,dgo,20_01_26,2,,,,,,,,,,,,,,,,,,,,
p126,mus,20_01_26,2,,,,,,,,,,,,,,,,,,,,
p126,chn,20_01_26,2,,,,,,,,,,,,,,,,,,,,
p126,rus,20_01_26,2,,,,,,,,,,,,,,,,,,,,
p126,usa,20_01_26,1,,,,,,,,,,,,,,,,,,,,
p126,grl,20_01_26,1,,,,,,,,,,,,,,,,,,,,
p126,dnk,20_01_26,1,,,,,,,,,,,,,,,,,,,,
p126,eu,20_01_26,1,,,,,,,,,,,,,,,,,,,,
nas,uk,20_01_26,2,,,,,,,,,,,,,,,,,,,,
nas,nato,20_01_26,2,,,,,,,,,,,,,,,,,,,,
nas,usa,20_01_26,1,,,,,,,,,,,,,,,,,,,,
nas,grl,20_01_26,2,,,,,,,,,,,,,,,,,,,,
pair,nato,20_01_26,1,,,,,,,,,,,,,,,,,,,,
pair,dnk,20_01_26,1,,,,,,,,,,,,,,,,,,,,
pair,eu,20_01_26,1,,,,,,,,,,,,,,,,,,,,
pair,usa,20_01_26,1,,,,,,,,,,,,,,,,,,,,
uk,dgo,20_01_26,2,,,,,,,,,,,,,,,,,,,,
uk,mus,20_01_26,2,,,,,,,,,,,,,,,,,,,,
nato,dgo,20_01_26,2,,,,,,,,,,,,,,,,,,,,
chn,rus,20_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,chn,20_01_26,2,,,,,,,,,,,,,,,,,,,,
usa,rus,20_01_26,2,,,,,,,,,,,,,,,,,,,,
dnk,grl,20_01_26,1,,,,,,,,,,,,,,,,,,,,
eu,dnk,20_01_26,1,,,,,,,,,,,,,,,,,,,,
p127,cor,20_01_26,3,,,,,,,,,,,,,,,,,,,,
p127,walz,20_01_26,2,,,,,,,,,,,,,,,,,,,,
p127,io,20_01_26,2,,,,,,,,,,,,,,,,,,,,
cor,walz,20_01_26,2,,,,,,,,,,,,,,,,,,,,
cor,io,20_01_26,2,,,,,,,,,,,,,,,,,,,,
walz,io,20_01_26,1,,,,,,,,,,,,,,,,,,,,
p128,pair,20_01_26,3,,,,,,,,,,,,,,,,,,,,
p128,nas,20_01_26,3,,,,,,,,,,,,,,,,,,,,
p128,pm,20_01_26,3,,,,,,,,,,,,,,,,,,,,
p128,mr,20_01_26,1,,,,,,,,,,,,,,,,,,,,
p128,nato,20_01_26,1,,,,,,,,,,,,,,,,,,,,
p128,grl,20_01_26,1,,,,,,,,,,,,,,,,,,,,
p128,usa,20_01_26,1,,,,,,,,,,,,,,,,,,,,
p128,davos,20_01_26,1,,,,,,,,,,,,,,,,,,,,
p128,swis,20_01_26,1,,,,,,,,,,,,,,,,,,,,
pair,mr,20_01_26,1,,,,,,,,,,,,,,,,,,,,
pair,nato,20_01_26,1,,,,,,,,,,,,,,,,,,,,
pair,usa,20_01_26,1,,,,,,,,,,,,,,,,,,,,
nas,grl,20_01_26,1,,,,,,,,,,,,,,,,,,,,
nas,usa,20_01_26,1,,,,,,,,,,,,,,,,,,,,
pm,mr,20_01_26,1,,,,,,,,,,,,,,,,,,,,
pm,nato,20_01_26,1,,,,,,,,,,,,,,,,,,,,
pm,davos,20_01_26,1,,,,,,,,,,,,,,,,,,,,
pm,swis,20_01_26,1,,,,,,,,,,,,,,,,,,,,
nato,usa,20_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,grl,20_01_26,1,,,,,,,,,,,,,,,,,,,,
davos,swis,20_01_26,1,,,,,,,,,,,,,,,,,,,,
p129,eco,20_01_26,3,,,,,,,,,,,,,,,,,,,,
p129,usa,20_01_26,1,,,,,,,,,,,,,,,,,,,,
eco,usa,20_01_26,1,,,,,,,,,,,,,,,,,,,,
p130,nas,20_01_26,3,,,,,,,,,,,,,,,,,,,,
p130,pos,20_01_26,1,,,,,,,,,,,,,,,,,,,,
p130,usa,20_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,nas,20_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,pos,20_01_26,1,,,,,,,,,,,,,,,,,,,,
nas,pos,20_01_26,1,,,,,,,,,,,,,,,,,,,,
p131,usa,19_01_26,1,,,,,,,,,,,,,,,,,,,,
p132,tva,19_01_26,3,,,,,,,,,,,,,,,,,,,,
p132,rs,19_01_26,1,,,,,,,,,,,,,,,,,,,,
p132,wc,19_01_26,1,,,,,,,,,,,,,,,,,,,,
p132,wcs,19_01_26,1,,,,,,,,,,,,,,,,,,,,
rs,wc,19_01_26,1,,,,,,,,,,,,,,,,,,,,
rs,wcs,19_01_26,1,,,,,,,,,,,,,,,,,,,,
wc,wcs,19_01_26,1,,,,,,,,,,,,,,,,,,,,
tva,rs,19_01_26,1,,,,,,,,,,,,,,,,,,,,
tva,wc,19_01_26,1,,,,,,,,,,,,,,,,,,,,
tva,wcs,19_01_26,1,,,,,,,,,,,,,,,,,,,,
p133,ice,19_01_26,3,,,,,,,,,,,,,,,,,,,,
p133,cr,19_01_26,3,,,,,,,,,,,,,,,,,,,,
p133,mu,19_01_26,3,,,,,,,,,,,,,,,,,,,,
p133,cor,19_01_26,3,,,,,,,,,,,,,,,,,,,,
p133,mc,19_01_26,3,,,,,,,,,,,,,,,,,,,,
p133,minn,19_01_26,2,,,,,,,,,,,,,,,,,,,,
p133,jb,19_01_26,2,,,,,,,,,,,,,,,,,,,,
p133,obp,19_01_26,2,,,,,,,,,,,,,,,,,,,,
p133,mp,19_01_26,2,,,,,,,,,,,,,,,,,,,,
ice,cr,19_01_26,1,,,,,,,,,,,,,,,,,,,,
ice,mu,19_01_26,1,,,,,,,,,,,,,,,,,,,,
jb,cr,19_01_26,2,,,,,,,,,,,,,,,,,,,,
jb,mu,19_01_26,2,,,,,,,,,,,,,,,,,,,,
jb,obp,19_01_26,2,,,,,,,,,,,,,,,,,,,,
mc,ice,19_01_26,2,,,,,,,,,,,,,,,,,,,,
minn,mc,19_01_26,2,,,,,,,,,,,,,,,,,,,,
minn,mp,19_01_26,2,,,,,,,,,,,,,,,,,,,,
cor,mp,19_01_26,2,,,,,,,,,,,,,,,,,,,,
p134,cor,19_01_26,3,,,,,,,,,,,,,,,,,,,,
p134,mico,19_01_26,2,,,,,,,,,,,,,,,,,,,,
p134,ny,19_01_26,2,,,,,,,,,,,,,,,,,,,,
cor,mico,19_01_26,2,,,,,,,,,,,,,,,,,,,,
cor,ny,19_01_26,2,,,,,,,,,,,,,,,,,,,,
mico,ny,19_01_26,2,,,,,,,,,,,,,,,,,,,,
p135,ef,19_01_26,3,,,,,,,,,,,,,,,,,,,,
p135,r,19_01_26,1,,,,,,,,,,,,,,,,,,,,
p135,d,19_01_26,2,,,,,,,,,,,,,,,,,,,,
p135,som,19_01_26,2,,,,,,,,,,,,,,,,,,,,
r,ef,19_01_26,1,,,,,,,,,,,,,,,,,,,,
d,ef,19_01_26,2,,,,,,,,,,,,,,,,,,,,
r,d,19_01_26,2,,,,,,,,,,,,,,,,,,,,
p136,eco,19_01_26,3,,,,,,,,,,,,,,,,,,,,
p136,nyse,19_01_26,2,,,,,,,,,,,,,,,,,,,,
p136,dal,19_01_26,2,,,,,,,,,,,,,,,,,,,,
p136,ny,19_01_26,2,,,,,,,,,,,,,,,,,,,,
p136,zoma,19_01_26,3,,,,,,,,,,,,,,,,,,,,
eco,nyse,19_01_26,2,,,,,,,,,,,,,,,,,,,,
eco,dal,19_01_26,3,,,,,,,,,,,,,,,,,,,,
eco,nyc,19_01_26,3,,,,,,,,,,,,,,,,,,,,
nyse,dal,19_01_26,2,,,,,,,,,,,,,,,,,,,,
nyse,ny,19_01_26,2,,,,,,,,,,,,,,,,,,,,
dal,ny,19_01_26,2,,,,,,,,,,,,,,,,,,,,
ny,zoma,19_01_26,3,,,,,,,,,,,,,,,,,,,,
p137,pair,19_01_26,3,,,,,,,,,,,,,,,,,,,,
p137,nato,19_01_26,1,,,,,,,,,,,,,,,,,,,,
p137,dnk,19_01_26,2,,,,,,,,,,,,,,,,,,,,
p137,rus,19_01_26,2,,,,,,,,,,,,,,,,,,,,
