from,to,date,rating
p1,ice,25_01_26,1
p1,jf,25_01_26,1
ice,jf,25_01_26,1
p2,ice,20_01_26,1
p2,cr,20_01_26,2
p2,mu,20_01_26,2
p3,mc,19_01_26,2
p3,ice,19_01_26,1
p3,cr,19_01_26,2
p3,mu,19_01_26,2
p3,jb,19_01_26,2
jb,cr,19_01_26,2
jb,mu,19_01_26,2
obp,jb,19_01_26,2
p3,obp,19_01_26,2
mu,cr,19_01_26,2
mu,cr,20_01_26,2
