from,to,date,rating
p1936,rr,13_12_25,2
p1936,usa,13_12_25,2
p1936,ep,13_12_25,3
p1936,t,13_12_25,3
s2al,rr,13_12_25,2
s2al,usa,13_12_25,2
s2al,ep,13_12_25,3
s2al,t,13_12_25,3
rr,usa,13_12_25,2
usa,ep,13_12_25,2
usa,t,13_12_25,2
p1937,syr,13_12_25,3
p1937,usa,13_12_25,3
p1937,iasr,13_12_25,3
p1937,pat,13_12_25,3
p1937,s2sol,13_12_25,3
p1937,usm,13_12_25,3
p1937,s2civ,13_12_25,3
p1937,isis,13_12_25,3
p1937,nas,13_12_25,3
syr,usa,13_12_25,3
syr,iasr,13_12_25,3
syr,pat,13_12_25,3
syr,s2sol,13_12_25,3
syr,usm,13_12_25,3
syr,s2civ,13_12_25,3
syr,isis,13_12_25,3
syr,nas,13_12_25,3
usa,iasr,13_12_25,3
usa,pat,13_12_25,3
usa,s2sol,13_12_25,3
usa,usm,13_12_25,3
usa,s2civ,13_12_25,3
usa,isis,13_12_25,3
usa,nas,13_12_25,3
iasr,pat,13_12_25,3
iasr,s2sol,13_12_25,3
iasr,usm,13_12_25,3
iasr,s2civ,13_12_25,3
iasr,isis,13_12_25,3
iasr,nas,13_12_25,3
pat,s2sol,13_12_25,3
pat,usm,13_12_25,3
pat,s2civ,13_12_25,3
pat,isis,13_12_25,3
pat,nas,13_12_25,3
s2sol,usm,13_12_25,3
s2sol,s2civ,13_12_25,3
s2sol,isis,13_12_25,3
s2sol,nas,13_12_25,3
usm,s2civ,13_12_25,3
usm,isis,13_12_25,3
usm,nas,13_12_25,3
s2civ,isis,13_12_25,3
s2civ,nas,13_12_25,3
isis,nas,13_12_25,3
p1938,bru,13_12_25,3
p1938,rhi,13_12_25,3
p1938,fbi,13_12_25,1
p1938,vic,13_12_25,1
p1938,favi,13_12_25,3
p1938,sus,13_12_25,2
p1938,crm,13_12_25,3
bru,rhi,13_12_25,3
bru,fbi,13_12_25,1
bru,vic,13_12_25,1
bru,favi,13_12_25,3
bru,sus,13_12_25,2
bru,crm,13_12_25,3
rhi,fbi,13_12_25,1
rhi,vic,13_12_25,1
rhi,favi,13_12_25,3
rhi,sus,13_12_25,2
rhi,crm,13_12_25,3
fbi,vic,13_12_25,1
fbi,favi,13_12_25,3
fbi,sus,13_12_25,2
fbi,crm,13_12_25,3
vic,favi,13_12_25,3
vic,sus,13_12_25,2
vic,crm,13_12_25,3
favi,sus,13_12_25,2
favi,crm,13_12_25,3
sus,crm,13_12_25,2
p1939,bup,14_12_25,1
p1939,sus,14_12_25,2
p1939,crm,14_12_25,3
bup,sus,14_12_25,2
bup,crm,14_12_25,3
sus,crm,14_12_25,3
p1940,ror,15_12_25,2
p1940,s2mic,15_12_25,2
p1940,trad,15_12_25,3
p1940,hol,15_12_25,3
p1940,crm,15_12_25,3
ror,s2mic,15_12_25,2
ror,trad,15_12_25,3
ror,hol,15_12_25,3
ror,crm,15_12_25,2
s2mic,trad,15_12_25,3
s2mic,hol,15_12_25,3
s2mic,crm,15_12_25,2
trad,hol,15_12_25,3
trad,crm,15_12_25,3
hol,crm,15_12_25,3
p1941,usa,16_12_25,1
p1941,wh,16_12_25,3
p1941,tva,16_12_25,3
usa,wh,16_12_25,3
usa,tva,16_12_25,1
wh,tva,16_12_25,3
p1942,smin,16_12_25,2
p1942,s2cbs,16_12_25,2
p1942,s2pa,16_12_25,3
smin,s2cbs,16_12_25,3
smin,s2pa,16_12_25,2
s2cbs,s2pa,16_12_25,2
p1943,usa,17_12_25,1
p1943,scot,17_12_25,3
p1943,t,17_12_25,3
p1943,nas,17_12_25,3
p1943,ng,17_12_25,3
usa,scot,17_12_25,3
usa,t,17_12_25,1
usa,nas,17_12_25,1
usa,ng,17_12_25,3
scot,t,17_12_25,3
scot,nas,17_12_25,3
scot,ng,17_12_25,3
t,nas,17_12_25,3
t,ng,17_12_25,3
nas,ng,17_12_25,3
p1944,nimo,17_12_25,2
p1944,ven,17_12_25,2
p1944,army,17_12_25,1
p1944,americans,17_12_25,1
p1944,bida,17_12_25,2
p1944,cr,17_12_25,2
p1944,terr,17_12_25,2
p1944,ven,17_12_25,3
p1944,war,17_12_25,3
p1944,crm,17_12_25,3
p1944,cr,17_12_25,3
nimo,ven,17_12_25,2
nimo,cr,17_12_25,2
nimo,terr,17_12_25,2
bida,cr,17_12_25,2
bida,nimo,17_12_25,2
army,americans,17_12_25,1
cr,crm,17_12_25,2
terr,crm,17_12_25,2
ven,war,17_12_25,2
p1945,ted,17_12_25,1
p1945,nbu,17_12_25,1
p1945,americans,17_12_25,1
p1945,fg,17_12_25,1
p1945,s2dhs2,17_12_25,1
p1945,aogo,17_12_25,3
p1945,cor,17_12_25,3
p1945,le,17_12_25,3
p1945,js,17_12_25,3
p1945,s2pa,17_12_25,3
ted,nbu,17_12_25,1
ted,americans,17_12_25,1
ted,fg,17_12_25,1
ted,s2dhs2,17_12_25,1
ted,aogo,17_12_25,3
ted,cor,17_12_25,3
ted,le,17_12_25,3
ted,js,17_12_25,3
ted,s2pa,17_12_25,3
nbu,americans,17_12_25,1
nbu,fg,17_12_25,1
nbu,s2dhs2,17_12_25,1
nbu,aogo,17_12_25,3
nbu,cor,17_12_25,3
nbu,le,17_12_25,3
nbu,js,17_12_25,3
nbu,s2pa,17_12_25,3
americans,fg,17_12_25,1
americans,s2dhs2,17_12_25,1
americans,aogo,17_12_25,3
americans,cor,17_12_25,3
americans,le,17_12_25,3
americans,js,17_12_25,3
americans,s2pa,17_12_25,3
fg,s2dhs2,17_12_25,1
fg,aogo,17_12_25,3
fg,cor,17_12_25,3
fg,le,17_12_25,3
fg,js,17_12_25,3
fg,s2pa,17_12_25,3
s2dhs2,aogo,17_12_25,3
s2dhs2,cor,17_12_25,3
s2dhs2,le,17_12_25,3
s2dhs2,js,17_12_25,3
s2dhs2,s2pa,17_12_25,3
p1946,anba,17_12_25,1
p1946,cze,17_12_25,1
p1946,americans,17_12_25,1
p1946,fg,17_12_25,1
p1946,pair,17_12_25,3
anba,cze,17_12_25,1
anba,americans,17_12_25,1
anba,fg,17_12_25,1
anba,pair,17_12_25,3
cze,americans,17_12_25,1
cze,fg,17_12_25,1
cze,pair,17_12_25,3
americans,fg,17_12_25,1
americans,pair,17_12_25,3
fg,pair,17_12_25,3
p1947,ham,17_12_25,2
p1947,gaz,17_12_25,3
ham,gaz,17_12_25,3
p1948,fbi,17_12_25,2
p1948,ml,17_12_25,2
p1948,lp,17_12_25,3
fbi,ml,17_12_25,2
fbi,lp,17_12_25,3
ml,lp,17_12_25,3
p1949,s2rwa,17_12_25,2
p1949,krwe,17_12_25,2
p1949,nbc,17_12_25,2
p1949,abc,17_12_25,2
p1949,s2tp,17_12_25,2
p1949,s2pa,17_12_25,3
s2rwa,krwe,17_12_25,2
s2rwa,nbc,17_12_25,2
s2rwa,abc,17_12_25,2
s2rwa,s2tp,17_12_25,2
s2rwa,s2pa,17_12_25,3
krwe,nbc,17_12_25,2
krwe,abc,17_12_25,2
krwe,s2tp,17_12_25,2
krwe,s2pa,17_12_25,3
nbc,abc,17_12_25,2
nbc,s2tp,17_12_25,2
nbc,s2pa,17_12_25,3
abc,s2tp,17_12_25,2
abc,s2pa,17_12_25,3
s2tp,s2pa,17_12_25,3
p1950,s2pl2,18_12_25,1
p1950,s2md,18_12_25,2
p1950,md2,18_12_25,1
p1950,americans,18_12_25,1
p1950,usm,18_12_25,1
p1950,vet,18_12_25,1
p1950,suc,18_12_25,3
s2pl2,s2md,18_12_25,2
s2pl2,md2,18_12_25,1
s2pl2,americans,18_12_25,1
s2pl2,usm,18_12_25,1
s2pl2,vet,18_12_25,1
s2pl2,suc,18_12_25,3
s2md,md2,18_12_25,2
s2md,americans,18_12_25,2
s2md,usm,18_12_25,2
s2md,vet,18_12_25,2
s2md,suc,18_12_25,3
md2,americans,18_12_25,1
md2,usm,18_12_25,1
md2,vet,18_12_25,1
md2,suc,18_12_25,3
americans,usm,18_12_25,1
americans,vet,18_12_25,1
americans,suc,18_12_25,3
usm,vet,18_12_25,1
usm,suc,18_12_25,3
vet,suc,18_12_25,3
p1951,s2kl,18_12_25,1
p1951,ca13,18_12_25,1
p1951,americans,18_12_25,1
p1951,s2usmc,18_12_25,1
p1951,usm,18_12_25,1
p1951,vet,18_12_25,1
p1951,suc,18_12_25,3
s2kl,ca13,18_12_25,1
s2kl,americans,18_12_25,1
s2kl,s2usmc,18_12_25,1
s2kl,usm,18_12_25,1
s2kl,vet,18_12_25,1
s2kl,suc,18_12_25,3
ca13,americans,18_12_25,1
ca13,s2usmc,18_12_25,1
ca13,usm,18_12_25,1
ca13,vet,18_12_25,1
ca13,suc,18_12_25,3
americans,ma,18_12_25,1
americans,usm,18_12_25,1
americans,vet,18_12_25,1
americans,suc,18_12_25,3
ma,usm,18_12_25,1
ma,vet,18_12_25,1
ma,suc,18_12_25,3
usm,vet,18_12_25,1
usm,suc,18_12_25,3
vet,suc,18_12_25,3
p1952,mve,18_12_25,1
p1952,suc,18_12_25,3
p1952,usm,18_12_25,1
mve,suc,18_12_25,1
mve,usm,18_12_25,1
p1953,togo,18_12_25,1
p1953,tx23,18_12_25,1
p1953,americans,18_12_25,1
p1953,usm,18_12_25,1
p1953,vet,18_12_25,1
p1953,suc,18_12_25,3
togo,tx23,18_12_25,1
togo,americans,18_12_25,1
togo,usm,18_12_25,1
togo,vet,18_12_25,1
togo,suc,18_12_25,3
tx23,americans,18_12_25,1
tx23,usm,18_12_25,1
tx23,vet,18_12_25,1
tx23,suc,18_12_25,3
americans,usm,18_12_25,1
americans,vet,18_12_25,1
americans,suc,18_12_25,3
usm,vet,18_12_25,1
usm,suc,18_12_25,3
vet,suc,18_12_25,3
p1954,efl,18_12_25,1
p1954,tx34,18_12_25,1
p1954,americans,18_12_25,1
p1954,usm,18_12_25,1
p1954,vet,18_12_25,1
p1954,le,18_12_25,1
p1954,suc,18_12_25,3
efl,tx34,18_12_25,1
efl,americans,18_12_25,1
efl,usm,18_12_25,1
efl,vet,18_12_25,1
efl,le,18_12_25,1
efl,suc,18_12_25,3
tx34,americans,18_12_25,1
tx34,usm,18_12_25,1
tx34,vet,18_12_25,1
tx34,le,18_12_25,1
tx34,suc,18_12_25,3
americans,usm,18_12_25,1
americans,vet,18_12_25,1
americans,le,18_12_25,1
americans,suc,18_12_25,3
usm,vet,18_12_25,1
usm,le,18_12_25,1
usm,suc,18_12_25,3
vet,le,18_12_25,1
vet,suc,18_12_25,3
le,suc,18_12_25,3
p1955,s2cg,18_12_25,1
p1955,tx10,18_12_25,1
p1955,americans,18_12_25,1
p1955,le,18_12_25,1
p1955,usm,18_12_25,1
p1955,vet,18_12_25,1
p1955,suc,18_12_25,3
s2cg,tx10,18_12_25,1
s2cg,americans,18_12_25,1
s2cg,le,18_12_25,1
s2cg,usm,18_12_25,1
s2cg,vet,18_12_25,1
s2cg,suc,18_12_25,3
tx10,americans,18_12_25,1
tx10,le,18_12_25,1
tx10,usm,18_12_25,1
tx10,vet,18_12_25,1
tx10,suc,18_12_25,3
americans,le,18_12_25,1
americans,usm,18_12_25,1
americans,vet,18_12_25,1
americans,suc,18_12_25,3
le,usm,18_12_25,1
le,vet,18_12_25,1
le,suc,18_12_25,3
usm,vet,18_12_25,1
usm,suc,18_12_25,3
vet,suc,18_12_25,3
p1956,norc,19_12_25,1
p1956,rmec,19_12_25,1
p1956,suc,19_12_25,3
norc,rmec,19_12_25,1
norc,suc,19_12_25,3
rmec,suc,19_12_25,3
p1957,d,19_12_25,2
p1957,cong,19_12_25,3
p1957,he,19_12_25,3
p1957,o,19_12_25,3
d,cong,19_12_25,2
he,d,19_12_25,2
he,cong,19_12_25,3
d,o,19_12_25,3
cong,o,19_12_25,3
he,o,19_12_25,3
p1958,fg,19_12_25,3
p1958,caaa,19_12_25,3
fg,caaa,19_12_25,3
p1959,ljb,19_12_25,1
p1959,caaa,19_12_25,3
ljb,caaa,19_12_25,3
p1960,roma,19_12_25,1
p1960,kans,19_12_25,1
p1960,clicha,19_12_25,3
roma,kans,19_12_25,1
roma,clicha,19_12_25,3
kans,clicha,19_12_25,3
p1961,es,19_12_25,1
p1961,ny,19_12_25,1
p1961,suc,19_12_25,3
es,ny,19_12_25,1
es,suc,19_12_25,3
ny,suc,19_12_25,3
p1962,isis,19_12_25,2
p1962,usa,19_12_25,1
p1962,syrg,19_12_25,1
p1962,americans,19_12_25,1
p1962,pat,19_12_25,1
p1962,war,19_12_25,3
p1962,nas,19_12_25,3
usa,isis,19_12_25,2
syrg,isis,19_12_25,2
americans,isis,19_12_25,2
pat,isis,19_12_25,2
usa,americans,19_12_25,1
usa,pat,19_12_25,1
americans,pat,19_12_25,1
usa,syrg,19_12_25,1
isis,war,19_12_25,2
usa,war,19_12_25,1
syrg,war,19_12_25,1
americans,nas,19_12_25,1
pat,nas,19_12_25,1
usa,nas,19_12_25,1
isis,nas,19_12_25,2
syrg,nas,19_12_25,1
p1963,s2em2,20_12_25,1
p1963,fobu,20_12_25,1
p1963,tva,20_12_25,3
s2em2,fobu,20_12_25,1
s2em2,tva,20_12_25,3
fobu,tva,20_12_25,3
p1964,minn,20_12_25,1
p1964,som,20_12_25,2
p1964,crm,20_12_25,3
som,minn,20_12_25,2
minn,crm,20_12_25,3
som,crm,20_12_25,2
p1965,toem,20_12_25,1
p1965,hor,20_12_25,1
p1965,norc,20_12_25,1
p1965,rmec,20_12_25,1
p1965,marla,20_12_25,1
p1965,americans,20_12_25,1
p1965,usm,20_12_25,1
p1965,vet,20_12_25,1
p1965,suc,20_12_25,3
toem,hor,20_12_25,1
toem,americans,20_12_25,1
toem,usm,20_12_25,1
toem,vet,20_12_25,1
toem,suc,20_12_25,3
hor,americans,20_12_25,1
hor,usm,20_12_25,1
hor,vet,20_12_25,1
hor,suc,20_12_25,3
norc,rmec,20_12_25,1
norc,suc,20_12_25,3
rmec,suc,20_12_25,3
marla,suc,20_12_25,3
americans,usm,20_12_25,1
americans,vet,20_12_25,1
americans,suc,20_12_25,3
usm,vet,20_12_25,1
usm,suc,20_12_25,3
vet,suc,20_12_25,3
p1966,grgi,20_12_25,1
p1966,mon,20_12_25,1
p1966,clicha,20_12_25,3
grgi,mon,20_12_25,1
grgi,clicha,20_12_25,3
mon,clicha,20_12_25,3
p1967,norc,20_12_25,1
p1967,mw,20_12_25,1
p1967,s2rc,20_12_25,2
p1967,r,20_12_25,1
p1967,d,20_12_25,2
p1967,wh,20_12_25,1
p1967,japa,20_12_25,1
p1967,anjo,20_12_25,1
p1967,suc,20_12_25,3
p1967,med,20_12_25,3
mw,norc,20_12_25,1
s2rc,norc,20_12_25,2
mw,r,20_12_25,1
s2rc,d,20_12_25,2
r,d,20_12_25,2
wh,med,20_12_25,1
mw,suc,20_12_25,3
s2rc,suc,20_12_25,3
r,suc,20_12_25,3
d,suc,20_12_25,3
wh,med,20_12_25,3
japa,anjo,20_12_25,1
p1968,s2bb,20_12_25,1
p1968,nce,20_12_25,1
p1968,ice,20_12_25,1
p1968,bp,20_12_25,1
p1968,usm,20_12_25,1
p1968,vet,20_12_25,1
p1968,ny,20_12_25,1
p1968,suc,20_12_25,3
s2bb,nce,20_12_25,1
s2bb,ice,20_12_25,1
s2bb,bp,20_12_25,1
s2bb,usm,20_12_25,1
s2bb,vet,20_12_25,1
s2bb,ny,20_12_25,1
nce,ice,20_12_25,1
nce,bp,20_12_25,1
nce,usm,20_12_25,1
nce,vet,20_12_25,1
nce,ny,20_12_25,1
ice,bp,20_12_25,1
ice,usm,20_12_25,1
ice,vet,20_12_25,1
ice,ny,20_12_25,1
bp,usm,20_12_25,1
bp,vet,20_12_25,1
bp,ny,20_12_25,1
usm,vet,20_12_25,1
usm,ny,20_12_25,1
vet,ny,20_12_25,1
s2bb,suc,20_12_25,3
nce,suc,20_12_25,3
ice,suc,20_12_25,3
bp,suc,20_12_25,3
usm,suc,20_12_25,3
vet,suc,20_12_25,3
ny,suc,20_12_25,3
p1969,jela,22_12_25,1
p1969,usa,22_12_25,1
p1969,grl,22_12_25,1
p1969,pair,22_12_25,3
jela,usa,22_12_25,1
jela,grl,22_12_25,1
jela,pair,22_12_25,3
usa,grl,22_12_25,1
usa,pair,22_12_25,3
grl,pair,22_12_25,3
p1970,ama,23_12_25,1
p1970,breb,23_12_25,1
p1970,s2jmi,23_12_25,1
p1970,rob,23_12_25,1
p1970,suc,23_12_25,3
ama,breb,23_12_25,1
ama,s2jmi,23_12_25,1
ama,rob,23_12_25,1
ama,suc,23_12_25,3
breb,s2jmi,23_12_25,1
breb,rob,23_12_25,1
breb,suc,23_12_25,3
s2jmi,rob,23_12_25,1
s2jmi,suc,23_12_25,3
rob,suc,23_12_25,3
p1971,nyt,23_12_25,2
p1971,nas,23_12_25,3
p1971,americans,23_12_25,3
nyt,nas,23_12_25,2
nyt,americans,23_12_25,2
nas,americans,23_12_25,3
p1972,t,23_12_25,1
p1972,usa,23_12_25,1
p1972,nas,23_12_25,1
p1972,scot,23_12_25,1
t,usa,23_12_25,1
t,nas,23_12_25,1
t,scot,23_12_25,1
usa,nas,23_12_25,1
usa,scot,23_12_25,1
nas,scot,23_12_25,1
p1973,t,23_12_25,3
p1973,nas,23_12_25,3
p1973,scot,23_12_25,3
p1973,kajoto,23_12_25,1
p1973,s2sm,23_12_25,1
p1973,kaz,23_12_25,1
p1973,uzb,23_12_25,1
p1973,usa,23_12_25,1
p1973,g20,23_12_25,1
p1973,cmia,23_12_25,1
p1973,pair,23_12_25,3
kajoto,kaz,23_12_25,1
s2sm,uzb,23_12_25,1
kajoto,usa,23_12_25,1
s2sm,usa,23_12_25,1
kaz,usa,23_12_25,1
uzb,usa,23_12_25,1
g20,usa,23_12_25,1
g20,cmia,23_12_25,1
kajoto,pair,23_12_25,3
s2sm,pair,23_12_25,3
kaz,pair,23_12_25,3
uzb,pair,23_12_25,3
usa,pair,23_12_25,3
g20,pair,23_12_25,3
cmia,pair,23_12_25,3
p1974,tkeh,23_12_25,1
p1974,s2cbs,23_12_25,1
p1974,para,23_12_25,1
p1974,sys,23_12_25,1
p1974,mcra,23_12_25,1
p1974,kiss,23_12_25,1
p1974,gest,23_12_25,1
p1974,gga,23_12_25,1
p1974,hono,23_12_25,3
tkeh,s2cbs,23_12_25,1
tkeh,para,23_12_25,1
tkeh,sys,23_12_25,1
tkeh,mcra,23_12_25,1
tkeh,kiss,23_12_25,1
tkeh,gest,23_12_25,1
tkeh,gga,23_12_25,1
sys,hono,23_12_25,3
mcra,hono,23_12_25,3
kiss,hono,23_12_25,3
gest,hono,23_12_25,3
gga,hono,23_12_25,3
tkeh,hono,23_12_25,3
p1975,s2be,23_12_25,2
p1975,usa,23_12_25,1
p1975,fg,23_12_25,1
p1975,t,23_12_25,3
p1975,inf,23_12_25,3
p1975,iv,23_12_25,3
p1975,bbb,23_12_25,3
s2be,usa,23_12_25,2
s2be,fg,23_12_25,2
s2be,t,23_12_25,2
s2be,inf,23_12_25,2
s2be,iv,23_12_25,2
s2be,bbb,23_12_25,2
usa,t,23_12_25,1
usa,inf,23_12_25,1
usa,iv,23_12_25,1
usa,bbb,23_12_25,1
fg,t,23_12_25,1
fg,inf,23_12_25,1
fg,iv,23_12_25,1
fg,bbb,23_12_25,1
p1976,usa,23_12_25,1
p1976,fedc,23_12_25,2
p1976,inf,23_12_25,3
p1976,iv,23_12_25,3
usa,fedc,23_12_25,2
usa,inf,23_12_25,1
usa,iv,23_12_25,1
fedc,inf,23_12_25,2
fedc,iv,23_12_25,2
p1977,hh,23_12_25,1
p1977,wy,23_12_25,1
p1977,usa,23_12_25,1
p1977,americans,23_12_25,1
p1977,usm,23_12_25,1
p1977,vet,23_12_25,1
p1977,suc,23_12_25,3
hh,wy,23_12_25,1
hh,usa,23_12_25,1
hh,americans,23_12_25,1
hh,usm,23_12_25,1
hh,vet,23_12_25,1
wy,usa,23_12_25,1
usa,americans,23_12_25,1
usm,vet,23_12_25,1
hh,suc,23_12_25,3
wy,suc,23_12_25,3
usa,suc,23_12_25,3
americans,suc,23_12_25,3
usm,suc,23_12_25,3
vet,suc,23_12_25,3
p1978,scol,24_12_25,2
p1978,s2cbs,24_12_25,2
scol,s2cbs,24_12_25,2
p1979,s2cbs,24_12_25,2
p1979,abc,24_12_25,2
p1979,nbc,24_12_25,2
s2cbs,abc,24_12_25,2
s2cbs,nbc,24_12_25,2
abc,nbc,24_12_25,2
p1980,nne,24_12_25,2
p1980,r,24_12_25,1
p1980,maga,24_12_25,1
nne,r,24_12_25,2
nne,maga,24_12_25,2
p1981,d,25_12_25,2
p1981,usa,25_12_25,1
p1981,fg,25_12_25,1
p1981,t,25_12_25,3
p1981,inf,25_12_25,3
p1981,iv,25_12_25,3
p1981,nas,25_12_25,3
p1981,americans,25_12_25,1
d,usa,25_12_25,2
d,fg,25_12_25,2
d,t,25_12_25,2
d,inf,25_12_25,2
d,iv,25_12_25,2
d,nas,25_12_25,2
d,americans,25_12_25,2
usa,t,25_12_25,1
usa,inf,25_12_25,1
usa,iv,25_12_25,1
usa,nas,25_12_25,1
usa,americans,25_12_25,1
fg,t,25_12_25,1
fg,inf,25_12_25,1
fg,iv,25_12_25,1
fg,nas,25_12_25,1
fg,americans,25_12_25,1
p1982,usa,25_12_25,1
p1982,isis,25_12_25,2
p1982,usm,25_12_25,1
p1982,vet,25_12_25,1
p1982,chr,25_12_25,1
p1982,nga,25_12_25,1
p1982,dow,25_12_25,1
p1982,nas,25_12_25,3
usa,isis,25_12_25,2
usa,usm,25_12_25,1
usa,vet,25_12_25,1
usa,chr,25_12_25,1
usa,nga,25_12_25,1
usa,dow,25_12_25,1
isis,usm,25_12_25,2
isis,vet,25_12_25,2
isis,chr,25_12_25,2
isis,nga,25_12_25,2
isis,dow,25_12_25,2
usm,vet,25_12_25,1
usm,chr,25_12_25,1
usm,nga,25_12_25,1
usm,dow,25_12_25,1
vet,chr,25_12_25,1
vet,nga,25_12_25,1
vet,dow,25_12_25,1
chr,nga,25_12_25,1
chr,dow,25_12_25,1
nga,dow,25_12_25,1
usa,nas,25_12_25,1
isis,nas,25_12_25,2
usm,nas,25_12_25,1
vet,nas,25_12_25,1
chr,nas,25_12_25,1
nga,nas,25_12_25,1
dow,nas,25_12_25,1
p1983,d,26_12_25,2
p1983,r,26_12_25,1
p1983,d,26_12_25,2
p1983,jep,26_12_25,2
p1983,rus,26_12_25,2
p1983,nyt,26_12_25,2
p1983,amerp,26_12_25,1
d,r,26_12_25,2
d,jep,26_12_25,2
d,rus,26_12_25,2
d,nyt,26_12_25,2
d,amerp,26_12_25,2
r,d,26_12_25,2
r,jep,26_12_25,1
r,rus,26_12_25,1
r,nyt,26_12_25,2
r,amerp,26_12_25,1
d,jep,26_12_25,2
d,rus,26_12_25,2
d,nyt,26_12_25,2
d,amerp,26_12_25,2
jep,rus,26_12_25,2
jep,nyt,26_12_25,2
jep,amerp,26_12_25,1
rus,nyt,26_12_25,2
rus,amerp,26_12_25,1
nyt,amerp,26_12_25,1
p1984,usa,27_12_25,1
p1984,sbo,27_12_25,1
p1984,peop,27_12_25,1
usa,sbo,27_12_25,1
usa,peop,27_12_25,1
sbo,peop,27_12_25,1
p1985,t,27_12_25,1
p1985,nas,27_12_25,1
p1985,usa,27_12_25,1
t,nas,27_12_25,1
t,usa,27_12_25,1
nas,usa,27_12_25,1
p1986,tha,28_12_25,1
p1986,cam,28_12_25,1
p1986,un,28_12_25,3
p1986,usa,28_12_25,1
p1986,rus,28_12_25,2
p1986,ukr,28_12_25,2
p1986,war,28_12_25,3
p1986,rus,28_12_25,3
p1986,ukr,28_12_25,3
tha,cam,28_12_25,1
tha,un,28_12_25,3
tha,usa,28_12_25,1
tha,rus,28_12_25,2
tha,ukr,28_12_25,2
cam,un,28_12_25,1
cam,usa,28_12_25,1
cam,rus,28_12_25,2
cam,ukr,28_12_25,2
un,usa,28_12_25,1
un,rus,28_12_25,3
un,ukr,28_12_25,3
usa,rus,28_12_25,2
usa,ukr,28_12_25,2
rus,ukr,28_12_25,2
tha,war,28_12_25,1
cam,war,28_12_25,1
un,war,28_12_25,3
usa,war,28_12_25,2
rus,war,28_12_25,2
ukr,war,28_12_25,2
tha,rus,28_12_25,2
cam,rus,28_12_25,2
un,rus,28_12_25,2
usa,rus,28_12_25,2
ukr,rus,28_12_25,2
tha,ukr,28_12_25,2
cam,ukr,28_12_25,2
un,ukr,28_12_25,2
usa,ukr,28_12_25,2
rus,ukr,28_12_25,2
p1987,vp,28_12_25,1
p1987,s2vz,28_12_25,1
p1987,rus,28_12_25,2
p1987,ukr,28_12_25,2
p1987,marla,28_12_25,1
p1987,p,28_12_25,1
p1987,war,28_12_25,3
p1987,rus,28_12_25,3
p1987,ukr,28_12_25,3
vp,war,28_12_25,3
vp,rus,28_12_25,3
vp,ukr,28_12_25,3
s2vz,war,28_12_25,3
s2vz,rus,28_12_25,3
s2vz,ukr,28_12_25,3
rus,war,28_12_25,3
rus,ukr,28_12_25,3
ukr,war,28_12_25,3
ukr,rus,28_12_25,3
vp,s2vz,28_12_25,2
vp,rus,28_12_25,2
vp,ukr,28_12_25,2
s2vz,rus,28_12_25,2
s2vz,ukr,28_12_25,2
rus,ukr,28_12_25,2
p1988,usa,31_12_25,1
p1988,inf,31_12_25,3
p1988,usm,31_12_25,3
p1988,eco,31_12_25,3
p1988,americans,31_12_25,1
usa,inf,31_12_25,3
usa,usm,31_12_25,3
usa,eco,31_12_25,3
usa,americans,31_12_25,3
inf,usm,31_12_25,3
inf,eco,31_12_25,3
inf,americans,31_12_25,3
usm,eco,31_12_25,3
usm,americans,31_12_25,3
eco,americans,31_12_25,3
p1989,s2pp,31_12_25,1
p1989,bp,31_12_25,1
p1989,ice,31_12_25,1
p1989,la,31_12_25,1
p1989,kaba,31_12_25,1
p1989,hisp,31_12_25,1
p1989,suc,31_12_25,3
p1989,ng,31_12_25,3
p1989,s2pp,31_12_25,1
p1989,bp,31_12_25,1
p1989,ice,31_12_25,1
p1989,la,31_12_25,1
p1989,kaba,31_12_25,1
p1989,hisp,31_12_25,1
p1989,suc,31_12_25,3
p1989,ng,31_12_25,3
s2pp,bp,31_12_25,1
s2pp,ice,31_12_25,1
s2pp,la,31_12_25,1
s2pp,kaba,31_12_25,2
s2pp,hisp,31_12_25,1
s2pp,suc,31_12_25,3
s2pp,ng,31_12_25,3
bp,ice,31_12_25,1
bp,la,31_12_25,3
bp,kaba,31_12_25,3
bp,hisp,31_12_25,3
bp,suc,31_12_25,3
bp,ng,31_12_25,3
ice,la,31_12_25,3
ice,kaba,31_12_25,3
ice,hisp,31_12_25,3
ice,suc,31_12_25,3
ice,ng,31_12_25,3
la,kaba,31_12_25,3
la,hisp,31_12_25,3
la,suc,31_12_25,3
la,ng,31_12_25,3
kaba,hisp,31_12_25,3
kaba,suc,31_12_25,3
kaba,ng,31_12_25,3
hisp,suc,31_12_25,3
hisp,ng,31_12_25,3
p1990,cal,31_12_25,1
p1990,colo,31_12_25,1
p1990,peop,31_12_25,1
p1990,suc,31_12_25,3
cal,colo,31_12_25,3
cal,peop,31_12_25,3
cal,suc,31_12_25,3
colo,peop,31_12_25,3
colo,suc,31_12_25,3
peop,suc,31_12_25,3
p1991,walz,31_12_25,2
p1991,minn,31_12_25,3
p1991,s2pa,31_12_25,3
walz,minn,31_12_25,3
walz,s2pa,31_12_25,2
p1992,cal,31_12_25,2
p1992,minn,31_12_25,2
p1992,s2pa,31_12_25,3
cal,minn,31_12_25,3
cal,s2pa,31_12_25,3
minn,s2pa,31_12_25,3
p1993,minn,31_12_25,1
p1993,soma,31_12_25,1
p1993,io,31_12_25,1
p1993,usa,31_12_25,1
p1993,s2pa,31_12_25,3
minn,soma,31_12_25,3
